CODI_10;ORDENACIO_ALFABETICA;NOM COMPLERT;ADREÇA;MUNICIPI;TELÈFON;FAX;TRACTAMENT;PRESIDENT;NOM;COGNOM1;COGNOM2;PARTIT_POLITIC;SEXE;CÀRREC;GERENT;CIF;COMARCA;CODCOMARCA;PROVINCIA;CODIPROV;CAPICOM;ANY_CENS;CENS;CODITIPUS;SUPERFICIE;ARTICLE;NOMTIPUS;CODIPOSTAL;SECRETARI;HORARI;DISSOLT;SIGLACOM;ALTURA;CODIPARE;TIPUSPARE;NOMPARE;HD;NOM_CAPITAL;E_MAIL;WEB;PARTIT_JUDICIAL;PARTIT_ELECTORAL;GENTILICI;LOCALITAT_CP;DELEGACIO_GOVERN;MUNICAT;AMBIT;SITUA_GEO_MUNICIPI;SITUA_GEO_COMARCA;PLANOL_CARRERS;SALUTACIO;DATA_ACTUALITZACIO
0817120002;Prats de Lluçanès;Ajuntament de Prats de Lluçanès;Passeig del Lluçanès, s/n (Cal Bach);Prats de Lluçanès;93-8560100;93-8508070;Il·lm. Sr.;Jordi Bruch Franch;Jordi;Bruch;Franch;JXCAT;Senyor;Alcalde President;;P0817000C;Osona;8102490004;Barcelona;8000840003;N;2018;2537;2;13,42;    ;Municipis;08513;;tots els dies de 8h-15h i de 16h-18h;N;OS;707;;;;H;Prats de Lluçanès;ajuntament@pratsdellucanes.cat;http://www.pratsdellucanes.cat;Vic;Berga;pradencs;Prats de Lluçanès;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0817120002;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08171&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|24&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=081712;Benvolgut alcalde;26/07/2019
0817050006;Prats de Rei;Ajuntament dels Prats de Rei;Pl. Major, 1;Els Prats de Rei;93-8698192;93-8698192;Il·lma. Sra.;Maria Cristina Mas Soteras;Maria Cristina;Mas;Soteras;GAP-AM;Senyora;Alcaldessa Presidenta;;P0816900E;Anoia;8100690004;Barcelona;8000840003;N;2018;545;2;32,61;Els ;Municipis;08281;;;N;AI;608;;;;D;Els Prats de Rei;pratsr@diba.cat;http://www.pratsderei.diba.es;Igualada;Igualada;pradencs;Els Prats de Rei;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0817050006;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08170&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|06&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=081705;Benvolguda alcaldessa;26/07/2019
2517520002;Prats i Sansor;Ajuntament de Prats i Sansor;Pl. Font, s/n;Prats i Sansor;972-890594;972-890594;Il.lm. Sr.;Xavier Picas i Pons;Xavier;Picas;i Pons;JFP-AM;Senyor;Alcalde President;;P2521800I;Cerdanya;8101540003;Lleida;8002550006;N;2018;231;2;6,19;    ;Municipis;25721;;dimarts i dijous de 10h-14h i de 16h-19h;N;CD;1124;;;;H;Prats;ajuntament@pratssansor.ddl.net;http://pratssansor.ddl.net/;La Seu d'Urgell;La Seu d'Urgell;pratencs i sansorencs;Prats (Prats i Sansor);Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2517520002;Alt Pirineu i Aran;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25175&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|15&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=251752;Benvolgut alcalde;26/07/2019
2517650006;Preixana;Ajuntament de Preixana;Casa Consistorial;Preixana;973-320404;973-322002;Il·lm. Sr.;Jaume Pane Roig;Jaume;Pane;Roig;JxCAT;Senyor;Alcalde President;;P2521900G;Urgell;8103850006;Lleida;8002550006;N;2018;385;2;21,33;    ;Municipis;25263;;tots els dies de 9h a 13,30h;N;UR;328;;;;H;Preixana;ajuntament@preixana.cat;http://preixana.ddl.net/;Cervera;Cervera;preixanencs;Preixana;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2517650006;Ponent;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25176&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|38&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=251765;Benvolgut alcalde;26/07/2019
2517710007;Preixens;Ajuntament de Preixens;C/ Sant Joan, 17;Preixens;973-390216;973-390216;Il·lm. Sr.;Joan Eroles Viles;Joan;Eroles;Viles;JxCAT;Senyor;Alcalde President;;P2522000E;Noguera;8102340003;Lleida;8002550006;N;2018;428;2;28,75;    ;Municipis;25316;;Dimarts a divendres, d'11 a 13.30 h;N;NG;315;;;;H;Preixens;ajuntament@preixens.cat;http://preixens.ddl.net/;Balaguer;Balaguer;preixenaires;Preixens;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2517710007;Ponent;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25177&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|23&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=251771;Benvolgut alcalde;26/07/2019
0823030008;Premià de Dalt;Ajuntament de Premià de Dalt;Pl. de la Fàbrica, 1;Premià de Dalt;936931515;936931599;Il·lm. Sr.;Josep Triadó Bergés;Josep;Triadó;Bergés;JxCAT;Senyor;Alcalde President;;P0823000E;Maresme;8102130008;Barcelona;8000840003;N;2018;10429;2;6,54;    ;Municipis;08338;;De dilluns a divendres de 8 a 15.15h. Dilluns de 16 a 18.30h (excepte 15/6 a 15/9);N;MM;142;;;;H;Premià de Dalt;ajuntament@premiadedalt.cat;http://www.premiadedalt.cat;Mataró;Mataró;premianencs;Premià de Dalt;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0823030008;Metropolità;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08230&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|21&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=082303;Benvolgut alcalde;26/07/2019
0817270005;Premià de Mar;Ajuntament de Premià de Mar;Pl. Ajuntament, 1;Premià de Mar;93-7417400;93-7417425;Il·lm. Sr.;Miquel Àngel Méndez Gil;Miquel Àngel;Méndez;Gil;JxCAT;Senyor;Alcalde President;;P0817100A;Maresme;8102130008;Barcelona;8000840003;N;2018;28071;2;1,96;    ;Municipis;08330;;;N;MM;8;;;;H;Premià de Mar;info@premiademar.cat;http://www.premiademar.cat/;Mataró;Mataró;premianencs;Premià de Mar;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0817270005;Metropolità;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08172&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|21&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=081727;Benvolgut alcalde;26/07/2019
1713900000;Preses;Ajuntament de les Preses;Major, 2;Les Preses;972-693232;972-693434;Il·lm. Sr.;Pere Vila Frigola;Pere;Vila;Frigola;JxCAT;Senyor;Alcalde President;;P1714800H;Garrotxa;8101920002;Girona;8001760009;N;2018;1763;2;9,5;Les ;Municipis;17178;;Dilluns a divendres, de 8.30 a 14 h i els dijous, de 16 a 19 h;N;GX;474;;;;H;Les Preses;ajuntament@lespreses.cat;http://www.lespreses.cat;Olot;Olot;presencs;Les Preses;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1713900000;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17139&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|19&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=171390;Benvolgut alcalde;26/07/2019
2517900000;Prullans;Ajuntament de Prullans;Puig, 1;Prullans;973510255;973511179;Il·lm. Sr.;Albert Maurell Ribot;Albert;Maurell;Ribot;JxCAT;Senyor;Alcalde President;;P2522200A;Cerdanya;8101540003;Lleida;8002550006;N;2018;224;2;21,19;    ;Municipis;25727;;dilluns, dimecres i divendres de 16h-20h;N;CD;1096;;;;H;Prullans;ajuntament@prullans.ddl.net;http://prullans.ddl.net/;La Seu d'Urgell;La Seu d'Urgell;prullanencs;Prullans;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2517900000;Alt Pirineu i Aran;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25179&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|15&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=251790;Benvolgut alcalde;26/07/2019
1714110007;Puigcerdà;Ajuntament de Puigcerdà;Pl. Ajuntament, 1;Puigcerdà;972-880650;972-881779;Il·lm. Sr.;Albert Piñeira Brosel;Albert;Piñeira;Brosel;JxCAT;Senyor;Alcalde President;;P1715000D;Cerdanya;8101540003;Girona;8001760009;S;2018;8981;2;18,62;    ;Municipis;17520;;;N;CD;1202;;;;H;Puigcerdà;ajpuigcerda@puigcerda.com;http://www.puigcerda.com;Puigcerdà;Puigcerdà;puigcerdanesos;Puigcerdà;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1714110007;Alt Pirineu i Aran;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17141&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|15&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=171411;Benvolgut alcalde;26/07/2019
0817480001;Puigdàlber;Ajuntament de Puigdàlber;Pl. de la Vila, 1;Puigdàlber;93-8989077;93-8989095;Il·lm. Sr.;Miquel Vallés Esteve;Miquel;Vallés;Esteve;JXCAT;Senyor;Alcalde President;;P0817300G;Alt Penedès;8100380001;Barcelona;8000840003;N;2018;518;2;0,41;    ;Municipis;08797;;;N;AP;239;;;;H;Puigdàlber;puigdalber@diba.cat;http://www.puigdalber.cat;Vilafranca del Penedès;Vilafranca del Penedès;;Puigdàlber;Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0817480001;Metropolità;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08174&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|03&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=081748;Benvolgut alcalde;26/07/2019
2518040003;Puiggròs;Ajuntament de Puiggròs;Nou, s/n;Puiggròs;973-140802;973-143394;Il·lma. Sra.;Montserrat Ruiz Iglesia;Montserrat;Ruiz;Iglesia;JxCAT - JU;Senyora;Alcaldessa Presidenta;;P2522300I;Garrigues;8101890004;Lleida;8002550006;N;2018;272;2;9,91;    ;Municipis;25420;;;N;GG;334;;;;D;Puiggròs;ajuntament@puiggros.ddl.net;http://puiggros.ddl.net/;Lleida;Lleida;puiggrossencs;Puiggròs;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2518040003;Ponent;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25180&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|18&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=251804;Benvolguda alcaldessa;26/07/2019
4311910007;Puigpelat;Ajuntament de Puigpelat;Plaça de la Vila, 14;Puigpelat;977602225;977605782;Il·lma. Sra.;Marta Blanch Figueras;Marta;Blanch;Figueras;JxCAT;Senyora;Alcaldessa Presidenta;;P4312100C;Alt Camp;8100170005;Tarragona;8004330008;N;2018;1151;2;9,59;    ;Municipis;43812;;8.00 a 15.00 hores;N;AC;252;;;;D;Puigpelat;sec.puigpelat@altanet.org;http://www.puigpelat.altanet.org;Valls;Valls;puigpelatencs;Puigpelat;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4311910007;Camp de Tarragona;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43119&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|01&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431191;Benvolguda alcaldessa;26/07/2019
0817510007;Puig-reig;Ajuntament de Puig-reig;Pau Casals, 1;Puig-reig;93-8380000;93-8381302;Il·lm. Sr.;Josep Maria Altarriba Roca;Josep Maria;Altarriba;Roca;JxP-ERC-AM;Senyor;Alcalde President;;P0817400E;Berguedà;8101410007;Barcelona;8000840003;N;2018;4094;2;46,16;    ;Municipis;08692;;Dilluns a divendres de 8 a 15h.;N;BD;455;;;;H;Puig-reig;ajuntament@puig-reig.cat;http://www.puig-reig.cat/;Berga;Berga;purreigtencs;Puig-reig;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0817510007;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08175&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|14&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=081751;Benvolgut alcalde;26/07/2019
2518110007;Puigverd d'Agramunt;Ajuntament de Puigverd d'Agramunt;Cendra, 9;Puigverd d'Agramunt;973-391068;973-392611;Il·lm. Sr.;Joan Eroles Samarra;Joan;Eroles;Samarra;JxCAT;Senyor;Alcalde President;;P2522400G;Urgell;8103850006;Lleida;8002550006;N;2018;231;2;17,03;    ;Municipis;25318;;dilluns i dimecres;N;UR;366;;;;H;Puigverd d'Agramunt;ajuntament@puigverdagramunt.ddl.net;http://puigverdagramunt.ddl.net/;Balaguer;Balaguer;;Puigverd d'Agramunt;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2518110007;Ponent;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25181&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|38&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=251811;Benvolgut alcalde;26/07/2019
2518260009;Puigverd de Lleida;Ajuntament de Puigverd de Lleida;Pl. Major, 7;Puigverd de Lleida;973-167011;973-167732;Il·lma. Sra.;Sandra Barberà Bosch;Sandra;Barberà;Bosch;TFP-AM;Senyora;Alcaldessa Presidenta;;P2522500D;Segrià;8103320002;Lleida;8002550006;N;2018;1363;2;12,41;    ;Municipis;25153;;;N;SI;219;;;;D;Puigverd de Lleida;ajuntament@puigverdlleida.cat;http://puigverdlleida.ddl.net/;Lleida;Lleida;puigverdins;Puigverd de Lleida;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2518260009;Ponent;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25182&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|33&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=251826;Benvolguda alcaldessa;26/07/2019
0817640003;Pujalt;Ajuntament de Pujalt;Sant Andreu, 5;Pujalt;938681288;938680102;Il·lm. Sr.;Antoni De Solà Pereta;Antoni;De Solà;Pereta;JxCAT;Senyor;Alcalde President;;P0817500B;Anoia;8100690004;Barcelona;8000840003;N;2018;207;2;31,72;    ;Municipis;08282;;de dilluns a dissabte de 9h a 13h;N;AI;770;;;;H;Pujalt;pujalt@diba.cat;http://www.anoia.net/pujalt.htm;Igualada;Igualada;pujalencs;Pujalt;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0817640003;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08176&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|06&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=081764;Benvolgut alcalde;26/07/2019
0817700000;Quar;Ajuntament de la Quar;Pl. Ajuntament, s/n;La Quar;938242007;938242007;Il·lma. Sra.;Marta Puigantell Busqueta;Marta;Puigantell;Busqueta;ERC;Senyora;Alcaldessa Presidenta;;P0817600J;Berguedà;8101410007;Barcelona;8000840003;N;2018;60;2;37,74; La ;Municipis;08619;;Dilluns de 16:00 a 19:00 hores;N;BD;885;;;;D;La Quar;quar@diba.cat;http://www.laquar.net/;Berga;Berga;quartencs;La Quar;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0817700000;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08177&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|14&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=081770;Benvolguda alcaldessa;26/07/2019
1714260009;Quart;Ajuntament de Quart;Plaça de la Vila, 2;Quart;972469171;972468780;Il.lm. Sr.;Carles Gutierrez Medina;Carles;Gutierrez;Medina;;Senyor;Alcalde President;;P1715100B;Gironès;8102060009;Girona;8001760009;N;2018;3640;2;37,44;    ;Municipis;17242;;;N;GN;91;;;;H;Quart;ajuntament@quart.cat;http://www.quart.cat;Girona;Girona;quartencs;Quart;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1714260009;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17142&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|20&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=171426;Benvolgut alcalde;26/07/2019
1704330008;Queralbs;Ajuntament de Queralbs;Pl. Vila, 3;Queralbs;972-727361;972-727982;Il·lma. Sra.;Maria Inmaculada Constans Ruiz;Maria Inmaculada;Constans;Ruiz;JxCAT;Senyora;Alcaldessa Presidenta;;P1704700B;Ripollès;8103110007;Girona;8001760009;N;2018;186;2;93,96;    ;Municipis;17534;;"Dilluns a Divendres, de 9 a 14 h; dilluns, de 15 a 17 h; 1r dissabte de mes: 9 a 12.30h";N;RI;1236;;;;D;Queralbs;info@ajqueralbs.cat;http://www.ajqueralbs.cat;Ripoll;Puigcerdà;queralbins;Queralbs;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1704330008;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17043&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|31&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170433;Benvolguda alcaldessa;26/07/2019
4312050006;Querol;Ajuntament de Querol;Pl. Sant Sebastià, 1;Querol;977-638288;977-639244;Il·lm. Sr.;Jordi Pijoan Parellada;Jordi;Pijoan;Parellada;GIPQ - FIC;Senyor;Alcalde President;;P4312200A;Alt Camp;8100170005;Tarragona;8004330008;N;2018;521;2;71,92;    ;Municipis;43816;;dimarts a dissabte de 8h-14h;N;AC;565;;;;H;Querol;jperez@querol.altanet.org;http://www.querol.cat;Valls;Valls;querolencs;Querol;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4312050006;Camp de Tarragona;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43120&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|01&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=431205;Benvolgut alcalde;26/07/2019
1714320002;Rabós;Ajuntament de Rabós;Carrer de la plaça, 2;Rabós;972-563082;972-563082;Il·lma. Sra.;Dominica Montiel Puig;Dominica;Montiel;Puig;JxCAT;Senyora;Alcaldessa Presidenta;;P1715200J;Alt Empordà;8100220002;Girona;8001760009;N;2018;179;2;45,14;    ;Municipis;17754;;;N;AE;106;;;;D;Rabós;ajuntament@rabos.cat;http://www.ddgi.cat/rabos/;Figueres;Figueres;rabosincs;Rabós;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1714320002;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17143&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|02&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=171432;Benvolguda alcaldessa;26/07/2019
